time,url,method,query_string,referer,action,comments,explanation,from_str,to_str
2018-09-08 14:01:18,/log_data,GET,"data=open_hide_comment_modal&did=70376&type=hide_replies",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:01:24,,,"",,hide_replies,70378,,1,1
2018-09-08 14:01:24,/hide_replies,POST,"",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:01:24,/log_data,GET,"data=close_hide_comment_modal",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:01:39,/log_data,GET,"data=open_hide_comment_modal&did=70376&type=hide_replies",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:01:48,/hide_replies,POST,"",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:01:48,/log_data,GET,"data=close_hide_comment_modal",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:03:22,/log_data,GET,"data=open_summarize_multiple_modal&did=70376&type=summarize",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:04:27,/author_info,GET,"username=Nableezy&article=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FTalk%3AList_of_military_occupations%2523RFC%3A_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency%3F&num=0&owner=MrX",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:05:03,/author_info,GET,"username=Serialjoepsycho&article=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FTalk%3AList_of_military_occupations%2523RFC%3A_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency%3F&num=0&owner=MrX",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:05:45,/author_info,GET,"username=Serialjoepsycho&article=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FTalk%3AList_of_military_occupations%2523RFC%3A_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency%3F&num=0&owner=MrX",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:06:15,,,"",,sum_nodes,70376 70470,initial summary of subtree,1,1
2018-09-08 14:06:15,/summarize_comments,POST,"",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:06:15,/log_data,GET,"data=close_summarize_multiple_modal",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:08:51,/log_data,GET,"data=open_hide_comment_modal&did=70410&type=hide_replies",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:09:09,,,"",,hide_replies,70412,Pure opinion,1,1
2018-09-08 14:09:09,/hide_replies,POST,"",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
2018-09-08 14:09:09,/log_data,GET,"data=close_hide_comment_modal",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:List_of_military_occupations%23RFC:_Should_East_Jerusalem_and_Gaza_be_moved_from_Current_military_occupations_for_the_sake_of_consistency?&num=0&owner=MrX&sort=id&colorby=user&filter=&next=1,,,,,
